Sequence,Word,Meaning
10254,wrestling,n. [体]摔跤；[体]扭斗
10255,upswing,n. 向上摆动；上升；增加
10256,borrowing,n. 借用；借款
10257,cross-cultural,跨文化
10258,two-dimensional,二维
10259,accompaniment,n. 伴随物；伴奏
10260,ax,vt. 削减；用斧修整；解雇
10261,obligation,n. 义务；职责；债务
10262,ambush,n. 埋伏，伏击；伏兵
10263,creepy,adj. 令人毛骨悚然的；爬行的
10264,Croatian,adj. 克罗地亚人的；克罗地亚语的
10265,Anglo,n. 英国人
10266,incorrect,adj. 错误的，不正确的；不真实的；不适当的
10267,tabulate,adj. 平板状的；有平面的
10268,symptom,n. 征兆；症状
10269,neutron,n. 中子
10270,birdie,n. [儿语]小鸟；小鸟球（高尔夫中指某洞的杆数低于标准杆一杆）
10271,clarification,n. 澄清，说明；净化
10272,deference,n. 顺从
10273,felony,n. [法]重罪
10274,proactive,积极主动的
10275,chancellor,总理
10276,recover,vt. 恢复；重新获得；弥补
10277,sunset,n. 日落，傍晚
10278,purported,adj. 传说的
10279,adversity,n. 逆境；不幸；灾祸；灾难
10280,slither,vi. 连走带跑地滑
10281,medication,n. 药物治疗；药物处理；药物
10282,kerosene,n. 煤油，火油
10283,graceful,adj. 优美的；优雅的
10284,corroborate,vt. 证实；使坚固
10285,design,vt. 设计；计划；构思
10286,inclination,n. 倾向，爱好；斜坡
10287,impatient,adj. 焦躁的；不耐心的
10288,remorse,n. 懊悔；同情
10289,artificially,adv. 人为地；不自然地；人工地
10290,ex-wife,前妻
10291,anarchy,n. 混乱；无秩序；无政府状态
10292,nationalism,n. 民族主义；国家主义；民族特性
10293,poor,adj. 可怜的；贫穷的；贫乏的；卑鄙的
10294,roadside,n. 路边；路旁
10295,petitioner,n. 请愿人；诉愿人；（英）离婚案原告
10296,quickest,adj. 最快的
10297,discursive,adj. 散漫的；离题的；东拉西扯的；无层次的
10298,coerce,vt. 强制，迫使
10299,eyesight,n. 视力；目力
10300,axe,n. 斧
10301,cumin,孜然
10302,assertive,adj. 肯定的；独断的；坚定而自信的
10303,immortality,永生
10304,Yoruba,约鲁巴人
10305,pie,n. 馅饼；饼图；爱说话的人
10306,notification,n. 通知；通告；告示
10307,obedience,n. 顺从；服从；遵守
10308,terse,adj. 简洁的，精练的，扼要的
10309,ointment,n. 油膏；药膏
10310,math,n. 数学（等于mathematics）
10311,flail,vt. 用连枷打；打
10312,wreath,n. 花冠；圈状物
10313,ASCII,abbr. 美国信息交换标准码（American Standard Code for Information Interchange）
10314,recurring,adj. 循环的；再发的
10315,loophole,n. 枪眼；换气孔；漏洞；射弹孔
10316,acutely,adv. 剧烈地；尖锐地
10317,sever,vt. 割断，断绝；分开；使分离
10318,unsuitable,adj. 不适合的；不相称的；不适宜的
10319,connotation,n. 内涵；含蓄；暗示，隐含意义；储蓄的东西（词、语等）
10320,campsite,n. 营地
10321,deprivation,n. 剥夺；免职；损失
10322,renter,n. 佃户；承租人；房东；（英）影片出租商
10323,whale,vt. 猛揍；使惨败
10324,washing,n. 洗涤；要洗的衣物；洗涤剂
10325,insertion,n. 插入；插入物；嵌入
10326,seminar,n. 讨论会，研讨班
10327,bidder,n. 出价人；投标人；命令者
10328,after-school,课后
10329,skeleton,n. 骨架，骨骼；纲要；骨瘦如柴的人
10330,mend,vt. 修理，修补；改善；修改
10331,debilitating,使人衰弱
10332,rainstorm,暴雨
10333,reliever,n. 救济者；减压装置
10334,Georgian,adj. （英）乔治亚的；英国乔治王朝时代的；乔治王时代艺术风格的
10335,customize,vt. [计]定做，按客户具体要求制造
10336,caveat,n. 警告；中止诉讼手续的申请；货物出门概不退换；停止支付的广告
10337,arithmetic,n. 算术，算法
10338,sport,n. 运动；运动会；游戏；娱乐；玩笑
10339,patty,n. 肉饼；小馅饼
10340,tariff,n. 关税表；收费表
10341,follow,vt. 跟随；追求；遵循；密切注意
10342,bustling,adj. 忙乱的；熙熙攘攘的
10343,publicity,n. 宣传，宣扬；公开；广告；注意
10344,subway,n. 地铁；地道
10345,offensively,adv. 冒犯地；讨厌地
10346,PhD,abbr. 哲学博士学位（Doctor of Philosophy）
10347,gruff,adj. 粗暴的；脾气坏的；粗哑的
10348,rediscover,vt. 重新发现；再发现
10349,drumbeat,鼓声
10350,quartet,n. 四重奏；四重唱；四件一套
10351,aw,int. 哦！噢！（表示抗议， 厌恶， 讨厌等）
10352,hospitalize,vt. 就医；送…进医院治疗
10353,waddle,n. 蹒跚；摇摆的步子
10354,literacy,n. 读写能力；精通文学
10355,ravioli,意式馄饨
10356,tribute,n. 贡物；颂词；礼物
10357,statement,n. 声明；陈述，叙述；报表，清单
10358,pencil,n. 铅笔；笔状物
10359,quicker,adj. 快些（quick的形容词比较级）
10360,reprieve,vt. 缓期执行；暂时解救
10361,abnormality,n. 畸形，变态；异常
10362,abduct,vt. 诱拐；绑架；[生]使外展
10363,crumbling,v. 破碎；崩溃（crumble的ing形式）
10364,unpaid,adj. 未付款的；未缴纳的；无报酬的
10365,depressed,adj. 沮丧的；压低的；萧条的
10366,boon,n. 恩惠；利益；福利
10367,lengthwise,adj. 纵长的
10368,sitting,n. 入席，就坐；孵卵；开庭；坐着的一段时间
10369,pointy,adj. 尖的；非常尖的
10370,separately,adv. 分离地；分别地；个别地
10371,songwriting,写歌
10372,geometric,adj. 几何学图形的；几何学的
10373,tablespoon,汤勺
10374,conformity,n. 一致，适合；相似；符合
10375,rogue,n. 小淘气；流氓；凶猛的离群兽；（尤指植物的）劣种
10376,accelerator,n. 油门；加速装置；催化剂
10377,hmm,abbr. 隐马尔可夫模型（Hidden Markov Model）；Hardware Maintenance Manual；Hyundai Merchant Marine
10378,joyous,adj. 令人高兴的；充满欢乐的（等于joyful）
10379,walk,n. 步行，走；散步
10380,seating,n. 就座；座位数
10381,yawn,n. 哈欠；裂口
10382,fuselage,机身
10383,converse,adj. 相反的，逆向的；颠倒的
10384,livable,adj. 适于居住的；生活过得有价值的
10385,secretly,adv. 秘密地；背地里
10386,telecast,电视广播
10387,slaying,杀死
10388,horror,n. 惊骇；惨状；极端厌恶；令人恐怖的事物
10389,strong,adj. 强壮的；擅长的；坚强的；牢固的
10390,benevolent,adj. 慈善的；仁慈的；亲切的
10391,modesty,n. 谦逊；稳重；质朴
10392,thread,n. 线；线状物；玻璃纤维；思路；路线；[机]螺纹；[美俚]衣服
10393,crackle,n. 裂纹；龟裂；爆裂声
10394,bale,vt. 将某物打成包或包装成捆
10395,shapely,adj. 定形的；形状美观的；样子好的；有条理的
10396,logistic,adj. 后勤学的；符号逻辑的
10397,stub,n. 存根；烟蒂；树桩；断株
10398,drone,n. 雄蜂；嗡嗡的声音；懒惰者
10399,coward,n. 懦夫，懦弱的人
10400,pluck,n. 勇气；内脏；快而猛的拉
10401,toaster,n. 祝酒人；烤面包的人；烤面包器，烤箱
10402,stirrup,n. [机]马镫；镫形物；[建]箍筋
10403,pretension,n. 自负；要求；主张；借口；骄傲
10404,vertigo,n. 晕头转向，眩晕
10405,big-time,一流的
10406,acclaimed,广受好评
10407,balancing,n. 平衡；调零装置；结算
10408,manifestation,n. 显示；表现；示威运动
10409,firsthand,第一手
10410,destruction,n. 破坏，毁灭；摧毁
10411,unbridled,无拘束的
10412,glitzy,眩目的
10413,barley,n. [植]大麦
10414,reactor,n. 反应堆；反应器；起反应的人
10415,coherence,n. 连贯性；一致；凝聚
10416,briskly,adv. 活泼地；尖刻地；迅速地
10417,deceptive,adj. 迷惑的；欺诈的；虚伪的
10418,fabulous,adj. 难以置信的；传说的，寓言中的；极好的
10419,fearsome,adj. 可怕的；害怕的；极大的
10420,manufacturer,n. 制造商；厂商
10421,barbed,adj. 有刺的；讽刺的；有倒钩的
10422,dormitory,n. 宿舍，学生宿舍
10423,Californian,adj. 加州的；加利福尼亚的
10424,birch,n. 桦木；桦树；桦条
10425,mansion,n. 大厦；宅邸
10426,disarray,n. 无秩序；杂乱；衣冠不整
10427,carnage,n. 残杀；大屠杀；大量绝灭
10428,microphone,n. 扩音器，麦克风
10429,stifle,vt. 使窒息；扼杀；藏匿
10430,farmer,n. 农夫，农民
10431,calculator,n. 计算器；计算者
10432,lobster,n. 龙虾
10433,geothermal,地热
10434,counterproductive,adj. 反生产的；使达不到预期目标的
10435,two-year,两年
10436,antidote,n. [医]解毒剂；解药；矫正方法
10437,legume,豆类
10438,jungle,n. 丛林，密林；危险地带
10439,antelope,羚羊
10440,autobiographical,自传
10441,commando,n. 突击队，突击队员
10442,smart,n. 痛苦；刺痛
10443,relax,vi. 放松，休息；松懈，松弛；变从容；休养
10444,treatment,n. 治疗，疗法；处理；对待
10445,salmon,n. 鲑鱼；鲑肉色；大马哈鱼
10446,lung,n. 肺；呼吸器
10447,clockwise,adv. 顺时针方向地
10448,deterioration,n. 恶化；退化；堕落
10449,trousers,n. 裤子，长裤
10450,fanfare,n. 吹牛，炫耀；喇叭或号角嘹亮的吹奏声
10451,veterinary,兽医
10452,headquarters,n. 总部；司令部；指挥部
10453,leach,n. 过滤；过滤器
10454,vigilante,n. 义务警员；治安维持会成员
10455,reunion,n. 重聚
10456,suffering,n. 受难；苦楚
10457,contrasting,对比
10458,ingenuity,n. 心灵手巧，独创性；精巧；精巧的装置
10459,totalitarianism,极权主义
10460,nicotine,n. [化]尼古丁；烟碱
10461,contagious,adj. 会蔓延的；感染性的
10462,Baltic,adj. 波罗的海的
10463,replay,vt. 重新比赛；重放；重演
10464,theme,n. 主题；题目；主旋律
10465,enlightened,adj. 被启发的；文明的；开明的；进步的
10466,interval,n. 间隔；幕间休息；间距
10467,inspire,vt. 鼓舞；激发；启示；产生；使生灵感
10468,surge,n. 巨涌；大浪；汹涌澎湃
10469,birthplace,n. 出生地
10470,stick,vt. 粘贴；刺，戳；伸出
10471,lend,vt. 贷；增添，提供；把……借给
10472,exploitation,n. 开发，开采；利用；广告推销
10473,sporadically,adv. 偶发地；零星地
10474,squint,vi. 斜视；患斜视；倾向
10475,unconditionally,无条件地
10476,victory,n. 胜利；克服；成功
10477,outdated,adj. 过时的；旧式的
10478,he,n. 它（雄性动物）；男孩，男人
10479,blockade,vt. 封锁
10480,swap,n. 交换；交换之物
10481,Supreme,adj. 最高的；至高的；最重要的
10482,reborn,adj. 再生的；更新的
10483,prod,n. 刺针；刺棒；签子
10484,spacing,n. 间隔；调节间隔；字距
10485,conveniently,adv. 便利地；合宜地
10486,composting,堆肥
10487,dashboard,n. 汽车等的仪表板；马车等前部的挡泥板
10488,talon,n. 爪；爪饰；如爪的手
10489,puke,n. 吐剂；呕吐；呕吐物（等于vomit）
10490,unaware,adj. 不知道的，无意的；未察觉到的
10491,utter,vt. 发出，表达；发射
10492,Caucasian,高加索
10493,geography,n. 地理；地形
10494,subtle,adj. 微妙的；敏感的；狡猾的；精细的；稀薄的
10495,shine,vi. 照耀；显露；出众
10496,correctness,n. 正确性
10497,militancy,战斗
10498,baptism,n. [宗]洗礼；[喻]严峻考验
10499,sac,n. [生物]液囊；囊
10500,shambles,混乱
10501,huh,int. 哼！；哈！（表示轻蔑、疑问或惊异等）
10502,marital,adj. 婚姻的；夫妇间的
10503,insensitivity,n. 感觉迟钝；不灵敏性；昏迷
10504,step,n. 步，脚步；步伐；步骤；梯级
10505,rave,n. 咆哮；胡言乱语；热烈赞美
10506,prosthetic,adj. [医]假体的；[化]非朊基的
10507,diatribe,n. 诽谤；恶骂
10508,ingest,vt. 咽下；摄取；吸收；接待
10509,organ,n. 风琴；器官；机构；管风琴；嗓音
10510,boulevard,n. 林荫大道；（美）大马路
10511,tourism,n. 旅游业；游览
10512,crutch,n. 拐杖；支柱；胯部；依靠
10513,superstitious,迷信
10514,encompass,vt. 包围，环绕；包含；完成
10515,fidget,vi. 烦躁；坐立不安；玩弄
10516,solving,v. 解决
10517,totally,adv. 完全地
10518,conscientious,adj. 认真的；尽责的；本着良心的；小心谨慎的
10519,planting,n. 栽培，种植；花圃
10520,cascade,n. 小瀑布；喷流；层叠
10521,charisma,n. 神授的能力；非凡的领导力；魅力
10522,topless,无上装
10523,violin,n. 小提琴；小提琴手
10524,occupant,n. 居住者；占有者
10525,foreshadow,vt. 预示；成为…的前兆
10526,braille,vt. 用盲字印
10527,predominantly,主要是
10528,instructor,n. 教员；指导者；指导书
10529,she,pron. 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
10530,retrieval,n. 检索；取回；恢复；拯救
10531,budding,adj. 萌芽的；发育期的
10532,secrete,vt. 藏匿；私下侵吞；[生]分泌
10533,optimum,adj. 最适宜的
10534,fiddle,n. 小提琴
10535,apprehend,vt. 逮捕；理解；忧虑
10536,stool,n. 凳子；粪便；厕所
10537,unholy,邪恶
10538,solitary,adj. 孤独的；独居的
10539,worry,n. 烦恼；担心；撕咬
10540,feral,adj. 野生的；凶猛的；[诗歌]阴郁的
10541,U-turn,掉头
10542,commotion,n. 暴乱；骚动
10543,decry,vt. 责难，谴责；诽谤
10544,sublime,adj. 令人崇敬的；极端的；超群的；庄严的
10545,low-lying,地势低洼
10546,recent,adj. 最近的；近代的
10547,sinner,n. 罪人；有错者
10548,peddler,n. 小贩；传播者
10549,threatening,adj. 胁迫的；危险的；凶兆的
10550,leftist,n. 急进派；左翼的人；左派；左撇子
10551,fasten,vt. 扎牢；使固定；集中于；强加于
10552,story,n. 故事；来历；新闻报道；小说；[口]假话
10553,grocer,n. 杂货店；食品商
10554,penicillin,n. 盘尼西林（青霉素）
10555,deplorable,adj. 可叹的；凄惨的
10556,spokesman,n. 发言人；代言人
10557,depreciation,n. 折旧；贬值
10558,easily,adv. 容易地；无疑地
10559,strew,vt. 散播；撒满
10560,twenty-three,二十三
10561,bloodshed,流血事件
10562,coupling,n. 耦合；结合，联结
10563,knapsack,背包
10564,reliance,n. 信心；信赖；受信赖的人或物
10565,lanky,adj. 瘦长的
10566,Medicaid,n. （美）医疗补助计划
10567,trench,n. 沟，沟渠；战壕；堑壕
10568,howling,adj. 极大的；咆哮的；哭哭啼啼的
10569,animosity,n. 憎恶，仇恨，敌意
10570,predicted,预测
10571,stave,n. 狭板；梯级；诗句；五线谱表
10572,inconceivable,不可想象的
10573,bask,vi. 晒太阳；取暖；愉快或舒适
10574,triumph,n. 胜利，凯旋；欢欣
10575,airwaves,电视广播
10576,frenetic,adj. 狂热的；发狂的
10577,outwardly,表面上
10578,square,adj. 直角的；正方形的；正直的；平方的
10579,flea,n. 低廉的旅馆；跳蚤；生蚤的动物
10580,serum,n. 浆液；血清；免疫血清；乳清；[植]树液
10581,beggar,n. 乞丐；穷人；[英口]家伙
10582,streamlined,adj. 流线型的；最新型的；改进的
10583,spate,n. 洪水；一阵；大雨；突然迸发
10584,realignment,调整
10585,stagnant,adj. 停滞的；污浊的；不景气的；迟钝的
10586,discontinuity,n. 中断；不连续；断绝；间断性
10587,small-town,小镇
10588,intermediate,vi. 起媒介作用
10589,mirage,n. 海市蜃楼；幻想，妄想
10590,quell,vt. 镇压；减轻；平息；消除
10591,segregation,n. 种族隔离；隔离，分离
10592,Eucharist,圣餐
10593,depose,vt. 免职；作证；废黜
10594,bourbon,n. （法国的）波旁皇族；政治上之极端保守分子
10595,intifada,起义
10596,caress,vt. 爱抚，抚抱
10597,galaxy,n. 银河；星系；银河系；一群显赫的人
10598,crushing,adj. 压倒的；不能站起来；支离破碎的；决定性的
10599,inadequate,adj. 不充分的，不适当的
10600,inlet,n. 插入物；入口，进口
10601,immediacy,n. 直接；目前
10602,Sioux,adj. 苏人的；苏语的
10603,volcanic,adj. 火山的；猛烈的；易突然发作的
10604,negligent,adj. 疏忽的；粗心大意的
10605,durable,adj. 耐用的，持久的
10606,shutout,n. 关厂；被关在外面的人；停业；使对方无法得分的比赛
10607,weakness,n. 弱点；软弱；嗜好
